movie_id,movie_brief,director,writers,casts
136,"A naive youth leader is appointed to fill a vacancy in the U.S. Senate. His idealistic plans promptly collide with corruption at home and subterfuge from his hero in Washington, but he tries... Read all",Frank Capra,Sidney Buchman|Lewis R. Foster|Myles Connolly,James Stewart|Jean Arthur|Claude Rains
137,"New Jersey, 1950s. Two brothers run an Italian restaurant. Business is not going well as a rival Italian restaurant is out-competing them. In a final effort to save the restaurant, the broth... Read all",Campbell Scott,Stanley Tucci|Joseph Tropiano,Tony Shalhoub|Stanley Tucci|Marc Anthony
138,"The unruly team of hockey misfits grows up a bit and receives scholarships to a prestigious prep school, where they take on the snotty varsity team.",Robert Lieberman,Steven Brill|Kenneth Johnson|Jim Burnstein,Emilio Estevez|Jeffrey Nordling|David Selby
139,"Down-on-his-luck race car driver Jim Douglas teams up with a little VW Bug that has a mind of it's own, not realizing Herbie's worth until a sneaky rival plots to steal him.",Robert Stevenson,Bill Walsh|Don DaGradi|Gordon Buford,Dean Jones|Michele Lee|David Tomlinson
140,"A fun-loving American bulldog pup, a hilarious Himalayan cat, and a wise old golden retriever embark on a long trek through the rugged wilderness of the Sierra Nevada mountains in a quest to... Read all",Duwayne Dunham,Sheila Burnford|Caroline Thompson|Linda Woolverton,Michael J. Fox|Sally Field|Don Alder
141,"A ship sent to investigate a wave of mysterious sinkings encounters the advanced submarine, the Nautilus, commanded by Captain Nemo.",Richard Fleischer,Earl Felton|Jules Verne,Kirk Douglas|James Mason|Paul Lukas
142,"An apprentice witch, three kids and a cynical magician conman search for the missing component to a magic spell to be used in the defense of Britain in World War II.",Robert Stevenson,Ralph Wright|Ted Berman|Bill Walsh,Angela Lansbury|David Tomlinson|Roddy McDowall
143,The musical is based on a true story about the von Trapp family who famously escaped the occupation of Austria by the Nazi's at the start of the Second World War. The von Trapp's were an ari... Read all,Ralph Lawson,Craig Urbani|Ethan Cole|Lynelle Kenned,Unknown
144,An NYPD officer tries to save his wife and several others taken hostage by German terrorists during a Christmas party at the Nakatomi Plaza in Los Angeles.,John McTiernan,Roderick Thorp|Jeb Stuart|Steven E. de Souza,Bruce Willis|Alan Rickman|Bonnie Bedelia
145,A simple man is turned into a genius through the application of computer science.,Brett Leonard,Stephen King|Brett Leonard|Gimel Everett,Jeff Fahey|Pierce Brosnan|Jenny Wright
146,"After her abusive husband leaves, Monica asks her neighbor to look after her son while she's at work. Mildred's angry daughter's just moved out, so she's happy to have JJ.",Nick Cassavetes,Helen Caldwell|Nick Cassavetes,Gena Rowlands|Marisa Tomei|Gérard Depardieu
147,"Samantha Caine lives in a small town with her daughter. Eight years ago she emerged, two months pregnant, from a nearby river with no memory of her past or who she is. However, she's getting... Read all",Renny Harlin,Shane Black,Geena Davis|Samuel L. Jackson|Yvonne Zima
148,A bridge engineer and an experienced old hunter begin a hunt for two lions after they start attacking local construction workers.,Stephen Hopkins,William Goldman,Michael Douglas|Val Kilmer|Tom Wilkinson
149,"In late 1800s England, Jude plans to go to the city and attend university but marries early and becomes a stonemason. When his wife leaves, he moves to the city, where he befriends his liber... Read all",Michael Winterbottom,Hossein Amini|Thomas Hardy,Christopher Eccleston|Kate Winslet|Liam Cunningham
150,"A wannabe actor has a hard time moving on from a break-up, but he is lucky to have supportive friends.",Doug Liman,Jon Favreau,Vince Vaughn|Heather Graham|Jon Favreau
151,A poor but hopeful boy seeks one of the five coveted golden tickets that will send him on a tour of Willy Wonka's mysterious chocolate factory.,Mel Stuart,Roald Dahl|David Seltzer,Gene Wilder|Jack Albertson|Peter Ostrum
152,A nerdish store owner is revived out of cryostasis into a future world to fight an oppressive government.,Woody Allen,Woody Allen|Marshall Brickman,Woody Allen|Diane Keaton|John Beck
153,"In London, four very different people team up on a jewel heist, then try to double-cross one another for the loot, complicated by their efforts to fool a very proper barrister.",Charles Crichton,John Cleese|Charles Crichton,John Cleese|Jamie Lee Curtis|Kevin Kline
154,"Born on the original Christmas in the stable next door to Jesus Christ, Brian of Nazareth spends his life being mistaken for a messiah.",Terry Jones,Graham Chapman|John Cleese|Terry Gilliam,Graham Chapman|John Cleese|Michael Palin
155,"Spending the summer at a Catskills resort with her family, Frances ""Baby"" Houseman falls in love with the camp's dance instructor, Johnny Castle.",Emile Ardolino,Eleanor Bergstein,Patrick Swayze|Jennifer Grey|Jerry Orbach
156,"When a simple jewelry heist goes horribly wrong, the surviving criminals begin to suspect that one of them is a police informant.",Quentin Tarantino,Quentin Tarantino|Roger Avary,Harvey Keitel|Tim Roth|Michael Madsen
157,"Chris Taylor, a neophyte recruit in Vietnam, finds himself caught in a battle of wills between two sergeants, one good and the other evil. A shrewd examination of the brutality of war and th... Read all",Oliver Stone,Oliver Stone,Charlie Sheen|Tom Berenger|Willem Dafoe
158,"Two idiots try to pretend that their murdered employer is really alive, leading the hitman to attempt to track him down to finish him off.",Ted Kotcheff,Robert Klane,Andrew McCarthy|Jonathan Silverman|Catherine Mary Stewart
159,A violent police detective investigates a brutal murder that might involve a manipulative and seductive novelist.,Paul Verhoeven,Joe Eszterhas,Michael Douglas|Sharon Stone|George Dzundza
160,An examination of the machinations behind the scenes at a real estate office.,James Foley,David Mamet,Al Pacino|Jack Lemmon|Alec Baldwin
161,"As students at the United States Navy's elite fighter weapons school compete to be best in the class, one daring young pilot learns a few things from a civilian instructor that are not taugh... Read all",Tony Scott,Jim Cash|Jack Epps Jr.|Ehud Yonay,Tom Cruise|Tim Robbins|Kelly McGillis
162,"Norman is a curmudgeon with an estranged relationship with his daughter Chelsea. At Golden Pond, he and his wife nevertheless agree to care for Billy, the son of Chelsea's new boyfriend, and... Read all",Mark Rydell,Ernest Thompson,Katharine Hepburn|Henry Fonda|Jane Fonda
163,"Inspector Jacque Clouseau (Peter Sellers) is put on the case when the Pink Panther diamond is stolen, with the Phantom's trademark glove the only clue.",Blake Edwards,Frank Waldman|Blake Edwards,Peter Sellers|Christopher Plummer|Catherine Schell
164,A civilian diving team is enlisted to search for a lost nuclear submarine and faces danger while encountering an alien aquatic species.,James Cameron,James Cameron,Ed Harris|Mary Elizabeth Mastrantonio|Michael Biehn
165,A greedy landowner and his backward nephew conspire to block the only water source for an adjoining property in order to bankrupt the owner and force him to sell.,Claude Berri,Marcel Pagnol|Claude Berri|Gérard Brach,Yves Montand|Gérard Depardieu|Daniel Auteuil
166,A beautiful but shy shepherdess plots vengeance on the men whose greedy conspiracy to acquire her father's land caused his death years earlier.,Claude Berri,Marcel Pagnol|Claude Berri|Gérard Brach,Yves Montand|Emmanuelle Béart|Daniel Auteuil
167,A sheltered young high-society woman joins the United States Army on a whim and finds herself in a trickier situation than she ever expected.,Howard Zieff,Nancy Meyers|Charles Shyer|Harvey Miller,Goldie Hawn|Eileen Brennan|Armand Assante
168,"King Arthur and his Knights of the Round Table embark on a surreal, low-budget search for the Holy Grail, encountering many, very silly obstacles.",Terry Gilliam,Graham Chapman|John Cleese|Eric Idle,Graham Chapman|John Cleese|Eric Idle
169,"Wallace lets out his spare room to a penguin. The penguin and Gromit, Wallace's dog, immediately don't see eye-to-eye. Meanwhile, Wallace has modified a giant pair of robotic trousers (ex NA... Read all",Nick Park,Nick Park|Bob Baker|Brian Sibley,Peter Sallis
170,A filmmaker recalls his childhood when falling in love with the pictures at the cinema of his home village and forms a deep friendship with the cinema's projectionist.,Giuseppe Tornatore,Giuseppe Tornatore|Vanna Paoli,Philippe Noiret|Enzo Cannavale|Antonella Attili
171,Post-apocalyptic surrealist black comedy about the landlord of an apartment building who occasionally prepares a delicacy for his odd tenants.,Marc Caro,Jean-Pierre Jeunet|Marc Caro|Gilles Adrien,Marie-Laure Dougnac|Dominique Pinon|Pascal Benezech
172,"After the Rebels are brutally overpowered by the Empire on the ice planet Hoth, Luke Skywalker begins Jedi training with Yoda, while his friends are pursued across the galaxy by Darth Vader ... Read all",Irvin Kershner,Leigh Brackett|Lawrence Kasdan|George Lucas,Mark Hamill|Harrison Ford|Carrie Fisher
173,Serialized remake of 'The Princess Bride' told in short chapters featuring celebrities at home during quarantine.,Stars,Unknown,Unknown
174,"In 1936, archaeologist and adventurer Indiana Jones is hired by the U.S. government to find the Ark of the Covenant before Adolf Hitler's Nazis can obtain its awesome powers.",Steven Spielberg,Lawrence Kasdan|George Lucas|Philip Kaufman,Harrison Ford|Karen Allen|Paul Freeman
175,A bureaucrat in a dystopic society becomes an enemy of the state as he pursues the woman of his dreams.,Terry Gilliam,Terry Gilliam|Tom Stoppard|Charles McKeown,Jonathan Pryce|Kim Greist|Robert De Niro
176,"Fifty-seven years after surviving an apocalyptic attack aboard her space vessel by merciless space creatures, Officer Ripley awakens from hyper-sleep and tries to warn anyone who will listen... Read all",James Cameron,James Cameron|David Giler|Walter Hill,Sigourney Weaver|Michael Biehn|Carrie Henn
177,A bounty hunting scam joins two men in an uneasy alliance against a third in a race to find a fortune in gold buried in a remote cemetery.,Sergio Leone,Luciano Vincenzoni|Sergio Leone|Agenore Incrocci,Clint Eastwood|Eli Wallach|Lee Van Cleef
178,The jury in a New York City murder trial is frustrated by a single member whose skeptical caution forces them to more carefully consider the evidence before jumping to a hasty verdict.,Sidney Lumet,Reginald Rose,Henry Fonda|Lee J. Cobb|Martin Balsam
179,"In the future, a sadistic gang leader is imprisoned and volunteers for a conduct-aversion experiment, but it doesn't go as planned.",Stanley Kubrick,Stanley Kubrick|Anthony Burgess,Malcolm McDowell|Patrick Magee|Michael Bates
180,A U.S. Army officer serving in Vietnam is tasked with assassinating a renegade Special Forces Colonel who sees himself as a god.,Francis Ford Coppola,John Milius|Francis Ford Coppola|Michael Herr,Martin Sheen|Marlon Brando|Robert Duvall
181,"With the rise of the empire, the rebels are driven deep into hiding. The rebels risk all with one last strike. Is it redemption for the freedom of the galaxy or manipulation by the emperor h... Read all",Peter Ross-Murray,Unknown,Unknown
182,"The story of Henry Hill and his life in the mob, covering his relationship with his wife Karen Hill and his mob partners Jimmy Conway and Tommy DeVito in the Italian-American crime syndicate... Read all",Martin Scorsese,Nicholas Pileggi|Martin Scorsese,Robert De Niro|Ray Liotta|Joe Pesci
183,The crew of a commercial spacecraft encounter a deadly lifeform after investigating an unknown transmission.,Ridley Scott,Dan O'Bannon|Ronald Shusett,Sigourney Weaver|Tom Skerritt|John Hurt
184,"A sardonic hardware store clerk is accidentally transported to 1300 A.D., where he must retrieve the Necronomicon and battle an army of the dead so he can return home.",Sam Raimi,Sam Raimi|Ivan Raimi,Bruce Campbell|Embeth Davidtz|Marcus Gilbert
185,"A Phoenix secretary embezzles $40,000 from her employer's client, goes on the run, and checks into a remote motel run by a young man under the domination of his mother.",Alfred Hitchcock,Joseph Stefano|Robert Bloch,Anthony Perkins|Janet Leigh|Vera Miles
186,"Jake Blues rejoins with his brother Elwood after being released from prison, but the duo has just days to reunite their old R&B band and save the Catholic home where the two were raised, out... Read all",John Landis,Dan Aykroyd|John Landis,John Belushi|Dan Aykroyd|Cab Calloway
187,"The early life and career of Vito Corleone in 1920s New York City is portrayed, while his son, Michael, expands and tightens his grip on the family crime syndicate.",Francis Ford Coppola,Francis Ford Coppola|Mario Puzo,Al Pacino|Robert De Niro|Robert Duvall
188,A pragmatic U.S. Marine observes the dehumanizing effects the Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.,Stanley Kubrick,Stanley Kubrick|Michael Herr|Gustav Hasford,Matthew Modine|R. Lee Ermey|Vincent D'Onofrio
189,"In the midst of the Hundred Years War, the young King Henry V of England embarks on the conquest of France in 1415.",Kenneth Branagh,William Shakespeare|Kenneth Branagh,Kenneth Branagh|Derek Jacobi|Simon Shepherd
